RESTAURANT_ID,cost
4115,426953816.0530778
2041,1832565172672.7822
2824,2001411014.0257993
3668,643256175046.4503
1737,304748664242.109
3247,668469513261.961
2485,731388079.4250252
2830,569100140.688122
3071,791889220675.8623
3367,3066465023905.61
1765,31248839697.269497
1674,1066304310185.8364
370,462271855626.4301
904,690608864806.9945
2594,447463568.8905882
797,731388079.4250252
2381,1907187892.8754537
1278,6759625927473.675
3704,537719733730.0936
606,587182650.1124313
1790,431428740.8433058
3341,4775576316200.262
1405,659400313.753455
3248,554818928.2286891
971,295832429.47679734
2886,563550393675.0189
1140,596827033.4965672
1045,13953956691.665997
3018,426953816.0530778
2806,703784121065.5217
818,346139689.39440703
1488,1217430192518.0059
2061,59342887127.99456
1968,706558786.6956596
707,596423439781.4309
4056,416772183215.08923
1584,731388079.4250252
1069,595646619558.834
4046,376240912020.1388
3718,315539028268.7465
1577,819183123449.5527
63,426953816.0530778
3027,997732355105.013
2559,2451052794.3047338
1939,569100140.688122
2941,2178350192.786667
2347,631229694.9467711
3515,329835823676.7719
2427,655955367411.5188
3913,731388079.4250252
979,554818928.2286891
1032,554818928.2286891
2544,13480128314.631245
2398,443978103.5079423
1996,59149845867.34171
3863,3466093632107.987
3109,769505898295.8658
2755,696501510.2852962
3895,290294270.89766026
1850,554818928.2286891
3751,25513008122.242207
1264,628356837.3190981
367,677697066.8461534
4051,1937250322.955026
1389,577679785247.2361
948,618993833714.6532
2402,3470613982830.0815
1163,300096718695.6073
2483,237909739.39450073
2654,803323867494.4487
3269,634099958639.6472
1364,603853947430.4221
364,616176664036.3187
1859,677697066.8461534
814,376977171098.466
1091,754135505.8991631
1009,1859328204.3059175
713,1082406557583.3765
2946,812370108946.3799
3853,781145572.4040072
1033,426953816.0530778
3532,433118903.24828917
3924,442234595667.5016
3712,1859328204.3059175
2068,22512492460.73218
342,616176664036.3187
1842,497285095.6636793
1149,514950590594.5422
769,602689533.5565372
3135,17414903261.742664
3574,3191225745304.61
3078,3956829577576.198
1169,554818928.2286891
2639,52432022021.80916
365,233448111567.09665
3682,528698970.49654734
2543,426953816.0530778
1436,1218223797499.831
1052,704701970205.6566
3316,218862970358.29382
1557,506442037.49225277
2289,265847143.07458103
2734,32007330172.81605
1449,2184035744.821935
3523,731388079.4250252
1791,521173380.5749706
3769,5733123569.903318
3634,48361889302.57038
2401,527997262139.4176
3113,503468005472.3344
2227,731388079.4250252
499,515418815329.4793
2340,13953956691.665997
2312,5067336896100.339
1124,754116800225.9246
1307,184493951.93780002
1368,611775565359.5864
3794,4775576316200.262
104,569100140.688122
286,878559315541.7677
1770,714411955843.6464
4054,431147689.0376029
1649,731388079.4250252
1551,812802191866.879
1706,52774814460.26164
3321,13056491597.23687
3219,709309202531.1322
101,295832429.47679734
3604,625889271770.6976
494,513742167921.6663
2985,13532937976.887882
93,294095182067.10095
56,798105974258.411
2359,361116311.78151083
2976,1478210324.1798952
2520,403937527883.6824
2551,759560738.558034
3793,518112840163.6056
1704,52774814460.26164
3867,347487104642.6814
3235,816518336640.0542
782,537019372987.3903
2930,718146091062.6097
1603,366808479.77087295
2074,662830469177.9076
3664,1155291296721.6597
3667,1898507884.109531
514,1159995188.2957938
1267,6728861463980.562
1113,435666570.0251538
3787,395343720088.666
3214,731388079.4250252
2859,573194233.3880135
3068,2375571706.360457
1548,798105974258.411
393,569100140.688122
403,726619412811.5509
1748,3493304319464.554
480,792921973218.1888
1426,304827053161.6551
588,920763024086.7043
3043,668905267803.9348
1847,1912165704.0840917
191,285410147410.2515
2878,616176664036.3187
3741,52329619130.68416
2790,288401545767.656
2841,334816670122.46234
3088,17712325328.716553
2890,2588961420.574237
1153,4847692231492.65
2391,641163675187.354
1378,295832429.47679734
3033,991403774.9768829
32,602281975429.5253
3965,1907187892.8754537
60,498258223.9293801
3199,518801412.12400913
197,6772853717956.312
2112,1476285008.0429316
1391,325352834437.02167
1832,266541011.20027778
3350,498258223.9293801
3011,478393568440.74817
576,2588961420.574237
3757,529030490491.68665
3939,819717123519.3683
1035,727567042891.9862
834,288515332486.32965
3091,59381570915.49248
3737,600714095636.6547
949,363184732187.8231
2076,494364836901.4817
893,577317778.8921406
257,1344065435.4130464
3630,1038868863353.9922
965,570571354340.6997
2251,791889220675.8623
3359,668486094.476281
4098,594096013137.5942
1074,1822144104.5561388
3397,280615158408.74304
1404,1553263215.0420523
3173,532849539.96144986
4125,548194411712.27637
429,354125156.99063843
980,5156576384328.175
3263,554818928.2286891
2761,755592517838.0929
2110,569100140.688122
2524,466520119.0808994
2115,566865276965.236
2739,300292342438.51355
1189,544064225987.8017
3691,155532987304.19092
546,31531178263.566734
3376,731388079.4250252
2189,374772704929.7904
1296,879245081126.4098
3126,647461684280.9015
3090,622229231241.0945
1228,703784121065.5217
3453,577303459028.3466
4114,599931686988.0935
1026,772539671.7276355
1643,554818928.2286891
652,344198517003.605
2942,25982801271.65382
1390,704719450.156748
3786,991403774.9768829
1370,6728861463980.562
593,210174749.81617174
277,497793240851.10913
3512,1962664012.733659
2732,784697518380.6764
2235,595646619558.834
1287,1815922361008.8726
2924,350452051.1127981
3768,1043618588607.1934
3158,569100140.688122
431,443978103.5079423
1970,313693836660.22455
636,788893624140.6143
3905,756596700.2882127
522,6728861463980.562
1136,554818928.2286891
475,554818928.2286891
1190,997732355105.013
3805,426953816.0530778
3191,2638352953.028784
3386,731388079.4250252
1852,539474634250.20605
3974,519331543517.6532
3894,969679465.1579709
3466,731388079.4250252
65,1825413942984.3433
482,1018756526153.5621
883,293336860.00322205
1410,2631123500.4950023
2388,374772704929.7904
1817,731388079.4250252
1230,857975266418.1565
913,6759625927473.675
984,304239253.990435
3273,321685668432.0123
2444,506112118.70000255
2196,546907976531.1979
1266,754627103.4446629
3345,756596700.2882127
3228,182699336.72701842
4033,523884488927.7779
351,972844108.1699389
1178,787258454862.5583
1921,274475319.0741849
1781,461068454676.6796
703,5153217161896.151
1023,1810015200795.0332
3527,731388079.4250252
1061,3674511168540.855
3965,628766443.65179
2185,784186331633.9603
3638,3949101651533.8853
57,655101008980.0107
1655,498258223.9293801
931,727567042891.9862
1398,616176664036.3187
1492,6772853717956.312
3164,616176664036.3187
3233,811743546049.9998
3845,731388079.4250252
2973,781126196769.6353
2249,616176664036.3187
646,1000988551444.9927
1851,664560474360.5254
1494,1902223040.0649168
638,1112440703938.7046
348,1258440093.8309536
3534,1586566127559.1133
1991,4195435185.0005445
1102,1387986050370.666
3958,554818928.2286891
2922,668486094.476281
2839,703784121065.5217
2148,539474634250.20605
935,518450581853.95514
2301,625889271770.6976
2857,431428740.8433058
3486,569100140.688122
3457,442245565.18288547
1122,445717429.2137776
193,1159995188.2957938
981,677697066.8461534
2360,400791103530.7885
3524,543355601770.5949
794,733297021.7967896
3580,598384767.9536973
2901,794991520692.0404
2819,647039899039.7654
3912,756596700.2882127
1274,5484620257.515518
3946,372824003998.3214
2384,294478730092.55145
2473,374528561377.27045
3739,284488770.23303956
2373,1826603873715.449
3114,432826014257.93353
809,1189078703.1354058
1632,756596700.2882127
143,554805166429.2554
1768,554818928.2286891
3966,639911443984.1361
3844,1937250322.955026
3429,3949101651533.8853
1625,539474634250.20605
1650,756596700.2882127
4002,1000336463131.818
1755,787771644231.12
2220,288965913568.9547
2327,610978749541.8912
3620,599150297398.845
3153,732147247.4900001
1520,365615258.90178514
3107,714429676.6484338
1917,514089812.0555867
2509,723783921667.9998
3823,352184488171.71106
78,386690272.7116264
3421,443978103.5079423
2916,355976121.5634234
2463,166199611872.7658
3981,407639589351.1223
2210,524922689.31738055
3770,446007978.58119607
144,305829471.6569018
2102,706995698645.1172
3188,51955849997.654495
3311,513742167921.6663
1541,731388079.4250252
2891,182699336.72701842
669,6728861463980.562
225,3382734897.3582
2719,678122015901.9379
112,273580082.25076944
815,403937527883.6824
850,622229231241.0945
1914,472640132.29825425
723,1907187892.8754537
1501,616176664036.3187
581,1548210479.9347987
3820,34854933363.6215
1660,600714095636.6547
3327,437077568547.7548
1238,528894445714.40564
460,320303978994.5644
2356,608594523628.4669
199,374040751306.4177
7,25426744817.108734
898,1016104466426.767
2394,616176664036.3187
1159,671963513511.8993
2455,382171484541.5629
2295,6786107393664.416
2131,662830469177.9076
3816,145720759652.83432
1073,1010162547149.398
2608,997732355105.013
3317,433108160111.7915
3077,18818958793.067875
3868,665860940808.2574
2364,346139689.39440703
1129,2023706237.2093341
1496,784280375810.3921
2728,217104202484.00235
3933,431428740.8433058
1854,731388079.4250252
757,549422076.584661
4014,199187440.40406966
3884,1040901807160.4761
99,664127550209.592
2700,707923879016.2285
493,346139689.39440703
1020,727567042891.9862
187,2451052794.3047338
1495,407269275088.2397
2160,5289354167529.993
3640,6864469749090.956
350,141016508.83639967
2717,797066469739.9324
3881,783675477896.9504
3733,741465769.0686932
2319,23364430512.40169
1742,279412297652.3095
3557,304636031.5381405
2449,769524985.6917261
1951,182699336.72701842
3441,780108807804.7192
2085,388245462449.9929
3740,731388079.4250252
3477,4174156978.147749
547,869125260.6209314
2365,1159995188.2957938
1209,798105974258.411
870,754135505.8991631
3238,760532464681.2318
582,1018756526153.5621
1941,1430822258.8186731
2069,1383149494.9387496
2207,393031851034.64655
3058,554818928.2286891
3643,392273966.2146981
1249,368966099.23835844
914,755100291378.866
468,511083546.1985984
3599,1069784297754.0118
2923,616176664036.3187
2807,731388079.4250252
1982,731388079.4250252
3010,184493951.93780002
181,731388079.4250252
1975,819183123449.5527
733,428626447.5220581
2179,558432396670.1014
483,37941569037.716705
3053,426953816.0530778
3160,551920352966.6339
1268,605824683373.2275
130,548706473.9584655
3404,1034814879370.887
2174,798105974258.411
160,991794926.078844
2919,1526369264.162423
2098,647461684280.9015
94,24153982887.574673
2261,562449745876.5599
919,3428433472.64586
1262,433118903.24828917
2246,544077721.3609707
106,2186884083.212085
3379,182699336.72701842
3420,354125156.99063843
3899,374772704929.7904
21,570585507.2163688
826,616176664036.3187
1067,555166826709.0223
697,25932055298.73212
3964,819183123449.5527
2880,707923879016.2285
727,1073275642599.2412
495,447920804510.6875
3458,616176664036.3187
2701,290294270.89766026
1487,374772704929.7904
2653,3617489763628.9863
265,554818928.2286891
2503,320303978994.5644
2820,554818928.2286891
2516,577317778.8921406
671,6759625927473.675
1211,569100140.688122
2770,692428547.4282049
804,262747021.69110343
1323,1020906707.8786134
1361,226554068198.94077
1912,600714095636.6547
3560,546907976531.1979
3662,662830469177.9076
2629,442522874683.7557
2909,5929963486.878789
3181,698319397.782214
2733,333292849820.07025
1586,540882677417.4129
1284,426953816.0530778
1648,731388079.4250252
3156,31248839697.269497
3691,348304462691.13776
497,554818928.2286891
2062,703784121065.5217
3579,608198058178.64
4034,1772949084.5222929
655,1075375916413.6127
1936,361116311.78151083
1927,704719450.156748
1698,51955849997.654495
3937,1810015200795.0332
1196,1613094044.0263343
1994,684353935.3726187
2173,731388079.4250252
2569,2155755607.964977
105,266888624.09835008
151,184493951.93780002
3257,657255297.3243201
4066,698302076578.8376
37,574690285.6072732
1853,141108433.1246422
2530,658954405965.3466
2835,36140769900.85109
2123,622229231241.0945
1476,6811985541.0238905
2004,718614228224.848
2266,299315497273.8415
3979,32053194588.787518
2842,552498030809.4467
3642,554818928.2286891
2649,1859328204.3059175
1288,51955849997.654495
1111,5924429543747.037
3602,1055244241303.4282
2631,788285168131.9136
1532,817050599618.0016
3266,673734067.5692456
1179,192245815058.1067
3728,980481454.3249542
3440,5589254415.945682
685,1225389562541.2544
2826,591792347.7170761
1344,549422076.584661
2045,1810015200795.0332
764,431709975.8579636
1397,376486171800.9314
3639,513420228.44166785
2222,616176664036.3187
2936,569100140.688122
2934,1540160269.3280146
2387,530065740749.9474
2184,668486094.476281
3151,378956979.7730925
3783,557705058423.8956
2212,520155497.63072574
98,272157551.3297578
3798,14729475178.482729
182,731388079.4250252
3467,733278833003.9675
3026,107599356830.84984
676,6759625927473.675
2828,616176664036.3187
3443,731388079.4250252
1736,17245504482.218716
3696,688805072652.8616
498,2588961420.574237
4098,647461684280.9015
1078,696501510.2852962
2049,472024535.4113936
2749,4775576316200.262
3685,403158613.60539883
1599,791889220675.8623
2411,322945902096.42456
1720,4791161872830.295
3999,569100140.688122
3885,667593062700.9818
509,335690550551.1293
1856,5358875131.323143
634,569100140.688122
2273,743401014.4789011
3548,772539671.7276355
1409,2631123500.4950023
968,428626447.5220581
2026,600714095636.6547
1920,184493951.93780002
2162,997732355105.013
471,126885333448.33768
400,6777268731223.441
2627,291349354839.6637
2348,323872086019.1648
341,616176664036.3187
2640,816518336640.0542
951,36014253501.617004
1003,569100140.688122
489,571315472332.6975
2341,609800596.884874
2866,31248839697.269497
2318,569100140.688122
1621,247326358968.63885
1207,417598115.36642253
911,213293731.5143574
3536,1006876507979.3553
2515,554818928.2286891
3931,396892516053.05493
2686,330265983321.02344
4102,3466093632107.987
3448,297960640.84649944
1088,744370530.5016295
3717,4901064025631.292
1497,426953816.0530778
332,51955849997.654495
613,681666468485.1027
3716,52774814460.26164
1687,5992886348.465296
3942,554818928.2286891
2972,791889220675.8623
69,828848569328.4269
1180,791889220675.8623
874,509604926943.27747
2296,300887442.3765801
3047,3466093632107.987
806,3068463957343.0527
628,462093551267.4879
2333,374772704929.7904
3571,544432388.7520279
3630,997732355105.013
116,297960640.84649944
2392,707923879016.2285
2666,573553654079.3158
938,346139689.39440703
2601,543001635846.3082
280,407639589351.1223
2468,791889220675.8623
765,700598430.8871953
2284,431428740.8433058
3669,647461684280.9015
2181,569100140.688122
2595,625889271770.6976
998,1888636236.4855103
2550,720959495477.9651
541,605346918751.704
1819,402361240128.81726
263,731388079.4250252
4050,723783921667.9998
3484,426953816.0530778
2590,1014675706.5468886
2049,2920197334999.408
1818,549766590976.2584
3690,1810015200795.0332
45,1066999400892.4004
3085,512083676.40414315
1028,610182971548.3317
1764,16605856203.034723
1766,569100140.688122
2787,431428740.8433058
1160,1810015200795.0332
1092,2451052794.3047338
3811,459749927367.78723
672,6728861463980.562
54,553360879791.2494
1590,796547225310.0231
1215,1782216050.960621
515,1907187892.8754537
3973,731388079.4250252
1653,616176664036.3187
395,266888624.09835008
133,616176664036.3187
2448,23981460836.14227
654,1059378259220.8251
3507,600714095636.6547
1984,553360879791.2494
921,478393568440.74817
224,59342887127.99456
10,630391904111.2858
1513,600714095636.6547
62,650014298.9654828
3049,592935707907.9784
3161,426953816.0530778
1881,719569266.5283697
3400,569100140.688122
1905,703784121065.5217
2494,754135505.8991631
3601,1810015200795.0332
221,816518336640.0542
2099,3468353071039.9546
2230,731388079.4250252
1732,416825781842.9719
557,426953816.0530778
3516,513742167921.6663
3369,264637217.4343738
74,597994953.5912863
2784,386942344.106549
2003,395601432397.5323
3671,2588961420.574237
3496,616176664036.3187
349,399227094085.9028
1559,616176664036.3187
3488,603067449237.0756
2136,2291936316.836786
296,574690285.6072732
1123,13683691555.442816
146,1859328204.3059175
3006,640344465.5922916
1664,569100140.688122
3530,631229694.9467711
492,5043625760809.22
2945,445717429.2137776
222,511083546.1985984
1212,1071877739418.4115
3031,731388079.4250252
857,1190629455.4649312
53,703784121065.5217
830,600714095636.6547
3600,31163483960.55241
2119,562816389420.561
2417,320303978994.5644
3392,616176664036.3187
2805,703784121065.5217
291,1442995009.1207688
4028,1042938729198.152
2327,574690285.6072732
2651,554818928.2286891
1873,295832429.47679734
3331,631625506698.0292
1294,392529677.44622755
3391,777064584685.2494
166,1065609672292.17
3034,657238994680.127
3017,600714095636.6547
4057,1276415780082.589
3754,2334139728.3427343
3390,685246444.3854374
1794,404623906661.2352
4003,430586134.57573754
2647,714411955843.6464
724,1043618588607.1934
2583,1907187892.8754537
2038,509753077.08737856
355,140374713.37544212
1831,284481713737.3111
196,707923879016.2285
3932,354818138.1454495
2775,754116800225.9246
1224,1549219710.3262804
2044,1008846846520.6245
3072,308431322.2854871
2943,1017585718.1621412
548,1014119953317.5063
2414,52057521466.68124
2,512273008469.82275
252,775041705187.2958
3658,1484968725.700986
3383,756596700.2882127
2498,660243901998.5948
1172,696501510.2852962
2683,1008189638965.7034
659,1020085150618.8615
1510,270213640.90774786
2591,20204298494.28452
3030,554818928.2286891
1621,798105974258.411
575,559160683483.8634
1774,554818928.2286891
603,543709798434.28876
3654,4167508727665.15
2684,728035003906.4122
1019,705638519.1183828
1995,772539671.7276355
2256,754135505.8991631
3344,34832227315.015755
3347,819183123449.5527
534,1767636278.5375204
805,616176664036.3187
847,30820155063.6493
1065,51955849997.654495
3189,31248839697.269497
3840,373944563484.31793
1688,330912274887.71564
1187,374293860.9033314
441,324294467978.01935
2518,397151237973.97186
4007,51955849997.654495
952,731388079.4250252
2281,625889271770.6976
2272,2908848743.1679363
192,1509151925.0315273
392,539474634250.20605
1479,389208739595.0574
3647,428626447.5220581
3322,18394753794.143974
1667,335822994800.46674
2567,313081173738.53143
3278,6160659289838.129
93,272512489.111092
3539,731388079.4250252
91,554818928.2286891
3998,288025913057.67633
3665,918625076.430315
3636,761028232205.7463
2747,6759625927473.675
1181,579187544876.3473
470,554818928.2286891
2073,710251874.4555819
273,506099565030.48236
781,744855762.5625397
3194,559889920102.2683
4053,1355488338.2534783
3131,822392349880.1908
2221,290855127952.11725
3838,3919382487698.9365
1438,295832429.47679734
1705,471717037.70562315
1581,616176664036.3187
302,671980181.3939942
552,182699336.72701842
3726,2212686872.777194
3886,685693135.2884454
1885,828308620630.0422
3889,690152982919.229
4008,1037515773773.919
1448,569100140.688122
2454,351137844.43273574
3464,723783921667.9998
3262,2588961420.574237
1676,433118903.24828917
2011,855741757633.4404
1509,616176664036.3187
2308,569100140.688122
988,182699336.72701842
3154,546195648430.50366
2716,554818928.2286891
2462,554818928.2286891
3267,772539671.7276355
989,685693135.2884454
1752,513742167921.6663
2680,600714095636.6547
513,1260081304.7129002
3042,569100140.688122
3781,515431600.16060585
2425,52671742074.8961
2899,35571093053.208435
4064,270037611.7643156
3430,616176664036.3187
2213,35059955021.818146
3236,1859328204.3059175
2324,2112643353.0241528
2465,685693135.2884454
1615,791889220675.8623
852,270213640.90774786
666,45690453065.16841
768,878559315541.7677
2546,878559315541.7677
4027,554818928.2286891
3743,1859328204.3059175
3136,388701809116.5374
1578,750214236.971441
3401,498258223.9293801
2008,616176664036.3187
3935,140924644.43171278
1531,273223753.9675115
1932,295832429.47679734
2358,553014113.0179257
1478,4195435185.0005445
1246,1859328204.3059175
1671,291051946.67825526
517,731388079.4250252
605,999684799617.8756
388,301981027543.86694
843,554082552520.8525
1795,2178350192.786667
1031,612573420354.9089
1821,616176664036.3187
2108,294670691642.9389
3561,754135505.8991631
4016,6772853717956.312
507,679891932428.8782
1929,2004021180.0174656
1348,773043266.3779997
1974,445717429.2137776
3368,2451052794.3047338
3593,879132021109.5543
161,295832429.47679734
97,393288056307.783
307,444557123.2788438
2927,1130712368877.7974
2803,610182971548.3317
2121,544787287.3397565
3129,706098502.9824144
2742,554818928.2286891
3960,731388079.4250252
3972,551418968940.1117
1751,312070467.3893872
1376,569100140.688122
1150,839174732291.6213
3562,511083546.1985984
3790,19994732678.09786
2804,6728861463980.562
1110,997732355105.013
2046,1810015200795.0332
2868,660243901998.5948
1983,704719450.156748
233,360411029.91495395
2925,569100140.688122
3025,8017139322513.768
2798,539474634250.20605
537,374001931.0946124
564,377961091557.8526
1132,521160453323.9906
1425,260021720.73265117
940,653395628981.6554
910,9044476728.33501
2740,569100140.688122
2762,1052497195584.0198
393,574690285.6072732
1987,816518336640.0542
3462,690625995.182232
1127,986740312324.5472
3024,569100140.688122
1804,3064467392662.014
1840,497933636.43604815
970,737129866.7158262
1656,603460570202.068
3007,724727853806.083
124,650014298.9654828
316,694671124032.9983
2022,696955538.0166718
3044,548706473.9584655
912,6759625927473.675
80,685693135.2884454
1767,402623526941.33734
1332,701969419.3643225
2107,4073532049519.5005
590,1042938729198.152
708,398447379570.35535
1574,286341611116.5603
802,295247327423.1218
932,315869293141.5571
700,4216138462939.3315
434,268566749.56148523
658,1224276375195.249
3943,569100140.688122
3544,793458535.5053842
2201,346591111.93544894
1743,6121582451.48726
383,334162753037.1528
943,1229261146.8645535
204,662830469177.9076
1800,1657853475.927192
3774,427510633.3798858
983,594870811116.8245
3854,731388079.4250252
1304,731388079.4250252
2151,1445818780.1182969
791,517450851.61619735
2956,445717429.2137776
1447,1907187892.8754537
737,323028971797.1558
1872,141016508.83639967
2929,773043266.3779997
3261,748749023.4651376
1964,657667428395.371
90,141016508.83639967
2799,428626447.5220581
929,657238994680.127
2007,18394753794.143974
2593,435939754175.7502
4093,1727332040.7953405
2065,446880763.57811254
937,474491744.1800574
1803,1826603873715.449
1999,731388079.4250252
3540,554818928.2286891
2862,685693135.2884454
3806,623853266111.0621
3901,686117144627.9508
3008,616176664036.3187
1254,1224464193.9706595
1362,19518568738.92718
1966,737129866.7158262
397,756103819.6600254
3582,4800537611384.792
1575,505123651.30565476
2088,525459075669.3469
2120,601105682523.4283
260,443388839743.4951
1423,438800744.8327179
3583,52329619130.68416
832,1907187892.8754537
451,991403774.9768829
3862,456286096751.7259
2692,569100140.688122
784,445136898.1858487
626,425554387804.6849
399,268741819.89546776
2020,59149845867.34171
1969,445717429.2137776
3955,703784121065.5217
2277,426953816.0530778
1008,376486171800.9314
2017,1070481656956.5337
3067,772539671.7276355
1792,692428547.4282049
2706,426953816.0530778
3446,141016508.83639967
649,1066999400892.4004
758,539474634250.20605
1339,460479351.2750523
1669,927044216.1826779
3977,327617271.94659746
152,52774814460.26164
119,650014298.9654828
361,600714095636.6547
396,616176664036.3187
3483,30361663974.33688
2989,298933064.30577505
2001,426953816.0530778
801,426953816.0530778
1778,756596700.2882127
2279,616176664036.3187
3509,354125156.99063843
738,2892560842216.707
195,600714095636.6547
1156,449324852477.18805
2955,8207574360.316269
2994,650014298.9654828
3159,1028251086.1367881
1080,733297021.7967896
3888,772539671.7276355
2408,426953816.0530778
2368,388205167.9873385
2269,600714095636.6547
2305,554818928.2286891
2616,657238994680.127
844,638661658463.7375
2637,276087426.111752
1232,354125156.99063843
969,374772704929.7904
558,426953816.0530778
2993,35952849193.06372
508,498895658841.0478
866,552280132725.9802
836,399487337845.82837
1353,281721482.3680754
2285,312070467.3893872
1432,321895365341.63367
3301,639077982189.7098
2702,52774814460.26164
3829,1051126355588.1003
3702,625889271770.6976
1482,59149845867.34171
2205,539474634250.20605
1383,327053409949.1252
135,6786107393664.416
2879,410572138735.0153
1928,694218584470.1528
1544,363003818.1802161
463,1436427638.7137206
1452,282640907.75814706
87,610978749541.8912
3568,600714095636.6547
3343,366808479.77087295
1899,734235148053.1517
774,569100140.688122
542,346139689.39440703
881,5385453235.562579
3215,793956072638.0656
3947,621418799897.0544
179,52774814460.26164
3314,394314548612.0943
925,1010821040781.971
3833,304560334.47823095
338,3466093632107.987
3926,625889271770.6976
4107,569100140.688122
3841,704719450.156748
1926,439086785.42811954
120,622229231241.0945
258,4258753442.224884
3176,1810015200795.0332
3777,1083112144845.5802
115,574690285.6072732
3749,232355758745.42352
3463,624259936705.3673
1699,998382745880.9358
3679,1245196099515.0535
2714,2051590590.2118928
936,600714095636.6547
2507,647461684280.9015
3298,5397292871436.85
2865,290483504.72888666
1194,403937527883.6824
1757,183176186.86305788
3897,582608859.2106795
1796,687913897833.5148
2809,592549443304.8192
2997,546565253.5067599
1977,632037243774.9036
1357,371378342.44369465
773,3867699616.640517
1839,509753077.08737856
3242,363003818.1802161
530,1042259312679.6694
2351,1058688133263.768
1776,554818928.2286891
1749,295832429.47679734
3284,325989511550.9698
463,1018756526153.5621
2954,445717429.2137776
2039,4520609862686.581
2560,297565176729.02374
3333,19168119692.67458
648,1025416998519.9359
48,376880228150.55817
1815,2347869469.0533266
1126,403937527883.6824
3061,731388079.4250252
3406,647461684280.9015
2433,386428780260.6956
167,707941438.8859392
2677,1859328204.3059175
228,392264236201.22626
1094,731388079.4250252
95,426953816.0530778
917,290855127952.11725
1079,692428547.4282049
343,183415078.45008445
2452,470969812702.3418
3945,284481713737.3111
567,574690285.6072732
1703,309639630.8103834
4119,437943740.5981654
3293,754116800225.9246
2376,610182971548.3317
1057,390988208250.2776
3447,759560738.558034
3330,400269087437.0318
180,59342887127.99456
3015,1033625616.2846622
2264,417315722034.09094
2618,687913897833.5148
